image,dilution,dilution_label,tile_idx,position_y,position_x,density_threshold_0.2,density_threshold_0.5,density_threshold_0.8,density_threshold_0.95,density_clahe_otsu_pred,density_clahe_otsu_orig
5120x_2025-05-16_00-59-00.tif,5120,5120x,6,0,3072,0.09250641,0.007007599,0.0,0.0,0.16861724853515625,0.30130767822265625
5120x_2025-05-16_00-59-00.tif,5120,5120x,7,512,0,0.010555267,0.0024108887,0.0,0.0,0.021434783935546875,0.41191864013671875
5120x_2025-05-16_00-59-00.tif,5120,5120x,8,512,512,0.0071525574,0.0020751953,1.5258789e-05,0.0,0.027191162109375,0.4249382019042969
5120x_2025-05-16_00-59-00.tif,5120,5120x,9,512,1024,0.01002121,0.0032081604,0.0001411438,0.0,0.028118133544921875,0.4937858581542969
5120x_2025-05-16_00-59-00.tif,5120,5120x,10,512,1536,0.01146698,0.003818512,7.6293945e-06,0.0,0.028583526611328125,0.4830513000488281
5120x_2025-05-16_00-59-00.tif,5120,5120x,11,512,2048,0.01203537,0.0042266846,0.0,0.0,0.03083038330078125,0.4162483215332031
5120x_2025-05-16_00-59-00.tif,5120,5120x,12,512,2560,0.011581421,0.0039367676,0.0,0.0,0.07172775268554688,0.3225212097167969
5120x_2025-05-16_00-59-00.tif,5120,5120x,13,512,3072,0.016841888,0.004711151,0.0,0.0,0.18725967407226562,0.4046478271484375
5120x_2025-05-16_00-59-00.tif,5120,5120x,14,1024,0,0.011077881,0.002418518,0.0,0.0,0.018054962158203125,0.4121742248535156
5120x_2025-05-16_00-59-00.tif,5120,5120x,15,1024,512,0.010662079,0.0027999878,0.0,0.0,0.015655517578125,0.4517250061035156
5120x_2025-05-16_00-59-00.tif,5120,5120x,16,1024,1024,0.012039185,0.0038146973,0.0002861023,0.0,0.016979217529296875,0.37920379638671875
5120x_2025-05-16_00-59-00.tif,5120,5120x,17,1024,1536,0.013694763,0.0041885376,0.0,0.0,0.028560638427734375,0.489471435546875
5120x_2025-05-16_00-59-00.tif,5120,5120x,18,1024,2048,0.00969696,0.003211975,4.196167e-05,0.0,0.0266265869140625,0.4341697692871094
