image,dilution,dilution_label,tile_idx,position_y,position_x,density_threshold_0.2,density_threshold_0.5,density_threshold_0.8,density_clahe_otsu_pred,density_clahe_otsu_orig
5120x_2025-05-16_00-59-00_002.tif,5120,5120x,0,0,0,0.03024292,0.0075531006,0.00020217896,0.9331245422363281,0.33333587646484375
5120x_2025-05-16_00-59-00_002.tif,5120,5120x,1,0,512,0.01568985,0.005001068,0.0004081726,0.9876289367675781,0.3928947448730469
5120x_2025-05-16_00-59-00_002.tif,5120,5120x,2,0,1024,0.013721466,0.0046577454,0.00051116943,0.8005447387695312,0.4935188293457031
5120x_2025-05-16_00-59-00_002.tif,5120,5120x,3,0,1536,0.014953613,0.0052108765,0.0005607605,0.956878662109375,0.39986419677734375
5120x_2025-05-16_00-59-00_002.tif,5120,5120x,4,0,2048,0.011203766,0.003768921,0.00048828125,0.8130264282226562,0.3094291687011719
5120x_2025-05-16_00-59-00_002.tif,5120,5120x,5,0,2560,0.0109062195,0.0028800964,0.00024414062,0.7034721374511719,0.4522857666015625
5120x_2025-05-16_00-59-00_002.tif,5120,5120x,6,0,3072,0.01745224,0.0037384033,0.0001335144,0.656341552734375,0.3123016357421875
5120x_2025-05-16_00-59-00_002.tif,5120,5120x,7,512,0,0.0567894,0.011577606,0.00049972534,0.8937225341796875,0.3190574645996094
5120x_2025-05-16_00-59-00_002.tif,5120,5120x,8,512,512,0.021377563,0.005126953,0.00050354004,0.8506431579589844,0.4158134460449219
5120x_2025-05-16_00-59-00_002.tif,5120,5120x,9,512,1024,0.018001556,0.0055656433,0.00060272217,0.9833793640136719,0.3998870849609375
5120x_2025-05-16_00-59-00_002.tif,5120,5120x,10,512,1536,0.019592285,0.0062561035,0.0005912781,0.9580307006835938,0.4520606994628906
5120x_2025-05-16_00-59-00_002.tif,5120,5120x,11,512,2048,0.017028809,0.005859375,0.0006828308,0.9614982604980469,0.3730316162109375
5120x_2025-05-16_00-59-00_002.tif,5120,5120x,12,512,2560,0.017944336,0.0053634644,0.00061798096,0.9591827392578125,0.2698974609375
5120x_2025-05-16_00-59-00_002.tif,5120,5120x,13,512,3072,0.01700592,0.0047683716,0.00019836426,0.7583885192871094,0.40174102783203125
5120x_2025-05-16_00-59-00_002.tif,5120,5120x,14,1024,0,0.07458496,0.008865356,0.00030899048,0.8085556030273438,0.36022186279296875
5120x_2025-05-16_00-59-00_002.tif,5120,5120x,15,1024,512,0.037273407,0.007499695,0.00025177002,0.9012069702148438,0.3785667419433594
5120x_2025-05-16_00-59-00_002.tif,5120,5120x,16,1024,1024,0.030788422,0.0065345764,0.0004386902,0.9521446228027344,0.42194366455078125
5120x_2025-05-16_00-59-00_002.tif,5120,5120x,17,1024,1536,0.023117065,0.0058898926,0.0005950928,0.9709701538085938,0.4040260314941406
5120x_2025-05-16_00-59-00_002.tif,5120,5120x,18,1024,2048,0.017433167,0.0048103333,0.0004234314,0.9337081909179688,0.3626747131347656
5120x_2025-05-16_00-59-00_002.tif,5120,5120x,19,1024,2560,0.015846252,0.005104065,0.00050735474,0.95220947265625,0.4414024353027344
5120x_2025-05-16_00-59-00_002.tif,5120,5120x,20,1024,3072,0.015621185,0.004135132,0.0002632141,0.8773231506347656,0.3920860290527344
5120x_2025-05-16_00-59-00_002.tif,5120,5120x,21,1536,0,0.06834793,0.008289337,6.484985e-05,0.7985572814941406,0.32729339599609375
5120x_2025-05-16_00-59-00_002.tif,5120,5120x,22,1536,512,0.0560112,0.007637024,0.00016021729,0.8292007446289062,0.3407707214355469
5120x_2025-05-16_00-59-00_002.tif,5120,5120x,23,1536,1024,0.036972046,0.0061531067,0.00022125244,0.9031524658203125,0.3838081359863281
5120x_2025-05-16_00-59-00_002.tif,5120,5120x,24,1536,1536,0.04436493,0.008934021,0.00033950806,0.9470176696777344,0.39188385009765625
5120x_2025-05-16_00-59-00_002.tif,5120,5120x,25,1536,2048,0.023174286,0.0061187744,0.0004005432,0.9742889404296875,0.4242057800292969
5120x_2025-05-16_00-59-00_002.tif,5120,5120x,26,1536,2560,0.020683289,0.005470276,0.00035095215,0.9490203857421875,0.4368705749511719
5120x_2025-05-16_00-59-00_002.tif,5120,5120x,27,1536,3072,0.02148819,0.0061798096,0.0002822876,0.9161262512207031,0.40602874755859375
640x_2025-05-16_00-59-00_002.tif,640,640x,0,0,0,0.2771263,0.08602905,0.0069885254,0.7718315124511719,0.14825439453125
640x_2025-05-16_00-59-00_002.tif,640,640x,1,0,512,0.21686554,0.07746887,0.012512207,0.8207359313964844,0.13343429565429688
640x_2025-05-16_00-59-00_002.tif,640,640x,2,0,1024,0.14008713,0.056316376,0.006160736,0.8652725219726562,0.09864044189453125
640x_2025-05-16_00-59-00_002.tif,640,640x,3,0,1536,0.11141205,0.04889679,0.0039482117,0.88848876953125,0.09319305419921875
640x_2025-05-16_00-59-00_002.tif,640,640x,4,0,2048,0.10464859,0.043567657,0.0016937256,0.896087646484375,0.10868453979492188
640x_2025-05-16_00-59-00_002.tif,640,640x,5,0,2560,0.105472565,0.038345337,0.0014038086,0.8852195739746094,0.12112808227539062
640x_2025-05-16_00-59-00_002.tif,640,640x,6,0,3072,0.10970688,0.030887604,0.0008430481,0.8674545288085938,0.18426513671875
640x_2025-05-16_00-59-00_002.tif,640,640x,7,512,0,0.27168655,0.07864761,0.009075165,0.7744674682617188,0.12747955322265625
640x_2025-05-16_00-59-00_002.tif,640,640x,8,512,512,0.20605087,0.059509277,0.005142212,0.8214645385742188,0.10925674438476562
640x_2025-05-16_00-59-00_002.tif,640,640x,9,512,1024,0.13183594,0.042907715,0.0018615723,0.8707618713378906,0.09585952758789062
640x_2025-05-16_00-59-00_002.tif,640,640x,10,512,1536,0.1051445,0.04039383,0.0021705627,0.8838996887207031,0.0798797607421875
640x_2025-05-16_00-59-00_002.tif,640,640x,11,512,2048,0.08552551,0.034687042,0.0018920898,0.9125938415527344,0.0803070068359375
640x_2025-05-16_00-59-00_002.tif,640,640x,12,512,2560,0.10141373,0.04102707,0.0021247864,0.8971977233886719,0.09894943237304688
640x_2025-05-16_00-59-00_002.tif,640,640x,13,512,3072,0.11383438,0.0410347,0.0015716553,0.8799934387207031,0.12719345092773438
640x_2025-05-16_00-59-00_002.tif,640,640x,14,1024,0,0.27894592,0.07449341,0.005054474,0.7618293762207031,0.12548446655273438
640x_2025-05-16_00-59-00_002.tif,640,640x,15,1024,512,0.19023514,0.046215057,0.0025177002,0.8304252624511719,0.092376708984375
640x_2025-05-16_00-59-00_002.tif,640,640x,16,1024,1024,0.13663864,0.035736084,0.001247406,0.8678398132324219,0.09011077880859375
640x_2025-05-16_00-59-00_002.tif,640,640x,17,1024,1536,0.08232117,0.025856018,0.0008392334,0.9119491577148438,0.06909561157226562
640x_2025-05-16_00-59-00_002.tif,640,640x,18,1024,2048,0.072200775,0.025707245,0.00060653687,0.9076042175292969,0.0839385986328125
640x_2025-05-16_00-59-00_002.tif,640,640x,19,1024,2560,0.07986832,0.03100586,0.0012969971,0.9118537902832031,0.0739593505859375
640x_2025-05-16_00-59-00_002.tif,640,640x,20,1024,3072,0.12676239,0.050430298,0.0021705627,0.8717117309570312,0.1205902099609375
640x_2025-05-16_00-59-00_002.tif,640,640x,21,1536,0,0.28870773,0.0703125,0.0031280518,0.7454566955566406,0.12094879150390625
640x_2025-05-16_00-59-00_002.tif,640,640x,22,1536,512,0.21255493,0.050460815,0.0016403198,0.7977561950683594,0.09576034545898438
640x_2025-05-16_00-59-00_002.tif,640,640x,23,1536,1024,0.16202164,0.036128998,0.00090789795,0.84478759765625,0.08649063110351562
640x_2025-05-16_00-59-00_002.tif,640,640x,24,1536,1536,0.11526108,0.031772614,0.0040740967,0.8944511413574219,0.07336044311523438
640x_2025-05-16_00-59-00_002.tif,640,640x,25,1536,2048,0.08685684,0.025585175,0.00039672852,0.9114723205566406,0.07711029052734375
640x_2025-05-16_00-59-00_002.tif,640,640x,26,1536,2560,0.11266327,0.03848648,0.0012397766,0.8839797973632812,0.09341049194335938
640x_2025-05-16_00-59-00_002.tif,640,640x,27,1536,3072,0.14733124,0.05588913,0.0021476746,0.8524513244628906,0.11937713623046875
80x_2_2025-05-22_14-48-00.tif,80,80x,0,0,0,0.8821602,0.62789917,0.3078804,0.4851951599121094,0.45114898681640625
80x_2_2025-05-22_14-48-00.tif,80,80x,1,0,512,0.88684845,0.61815643,0.33122635,0.48542022705078125,0.4426307678222656
80x_2_2025-05-22_14-48-00.tif,80,80x,2,0,1024,0.85850525,0.6026459,0.3134308,0.48486328125,0.4508399963378906
80x_2_2025-05-22_14-48-00.tif,80,80x,3,0,1536,0.85624313,0.6038017,0.30825043,0.486968994140625,0.4588203430175781
80x_2_2025-05-22_14-48-00.tif,80,80x,4,0,2048,0.8545723,0.58683777,0.2711525,0.4916572570800781,0.4483146667480469
80x_2_2025-05-22_14-48-00.tif,80,80x,5,0,2560,0.8682709,0.59129715,0.25092316,0.4954681396484375,0.4483795166015625
80x_2_2025-05-22_14-48-00.tif,80,80x,6,0,3072,0.87805176,0.5871048,0.21858215,0.4941520690917969,0.4524955749511719
80x_2_2025-05-22_14-48-00.tif,80,80x,7,512,0,0.86397934,0.60705185,0.31079483,0.48616790771484375,0.45017242431640625
80x_2_2025-05-22_14-48-00.tif,80,80x,8,512,512,0.8457527,0.5645561,0.2966385,0.4916038513183594,0.4363594055175781
80x_2_2025-05-22_14-48-00.tif,80,80x,9,512,1024,0.8256836,0.5598068,0.27945328,0.49240875244140625,0.444427490234375
80x_2_2025-05-22_14-48-00.tif,80,80x,10,512,1536,0.806118,0.5509834,0.2723236,0.494903564453125,0.4432106018066406
80x_2_2025-05-22_14-48-00.tif,80,80x,11,512,2048,0.8123131,0.5605774,0.26065063,0.4965324401855469,0.45043182373046875
80x_2_2025-05-22_14-48-00.tif,80,80x,12,512,2560,0.8162041,0.54309845,0.21977615,0.4984588623046875,0.44179534912109375
80x_2_2025-05-22_14-48-00.tif,80,80x,13,512,3072,0.8280525,0.5321007,0.18681717,0.5001602172851562,0.4316673278808594
80x_2_2025-05-22_14-48-00.tif,80,80x,14,1024,0,0.83005905,0.5649338,0.28175354,0.4928932189941406,0.442108154296875
80x_2_2025-05-22_14-48-00.tif,80,80x,15,1024,512,0.8288574,0.55841446,0.28260422,0.49388885498046875,0.4400062561035156
80x_2_2025-05-22_14-48-00.tif,80,80x,16,1024,1024,0.7967911,0.5173912,0.25243378,0.5009994506835938,0.43184661865234375
80x_2_2025-05-22_14-48-00.tif,80,80x,17,1024,1536,0.7856064,0.52305603,0.24335098,0.4981346130371094,0.43994140625
80x_2_2025-05-22_14-48-00.tif,80,80x,18,1024,2048,0.7835007,0.5143585,0.21564865,0.5005683898925781,0.4361763000488281
80x_2_2025-05-22_14-48-00.tif,80,80x,19,1024,2560,0.7917175,0.5354271,0.21557999,0.4996185302734375,0.4541664123535156
80x_2_2025-05-22_14-48-00.tif,80,80x,20,1024,3072,0.7800522,0.50541687,0.18504715,0.4977760314941406,0.4373626708984375
80x_2_2025-05-22_14-48-00.tif,80,80x,21,1536,0,0.7992668,0.5471306,0.24562073,0.4964714050292969,0.44651031494140625
80x_2_2025-05-22_14-48-00.tif,80,80x,22,1536,512,0.78258896,0.5324745,0.24772263,0.4959144592285156,0.4422035217285156
80x_2_2025-05-22_14-48-00.tif,80,80x,23,1536,1024,0.7656479,0.5112877,0.23312378,0.5000762939453125,0.439697265625
80x_2_2025-05-22_14-48-00.tif,80,80x,24,1536,1536,0.76021194,0.49927902,0.2155571,0.5018157958984375,0.4379081726074219
80x_2_2025-05-22_14-48-00.tif,80,80x,25,1536,2048,0.75379944,0.50193405,0.20185089,0.49921417236328125,0.4443511962890625
80x_2_2025-05-22_14-48-00.tif,80,80x,26,1536,2560,0.7350693,0.48913193,0.19371414,0.5002593994140625,0.4426460266113281
80x_2_2025-05-22_14-48-00.tif,80,80x,27,1536,3072,0.7536659,0.49741745,0.17115784,0.49977874755859375,0.45090484619140625
